MofName,Label,Partition,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3
HIFGIO_SL,1.0,train,12.5848,12.05657,12.5848,0.73279,1583.47,2160.88,0.5961,0.81346634097081,0.5961,0.0,0.813466,0.0,1241.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,0.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,4.0,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.0,0.8900000000000001,0.8900000000000001,1.7800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.5328999999999999,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.89,87.98,119.78,11.8336,8.771999999999998,20.605599999999995,17.543999999999997,0.0,0.0,0.0,0.0,0.0,3.333333333333333,2.6933333333333334,4.533333333333334,0.0,14.0,11.333333333333334,24.0,0.0,122.0,102.66666666666669,181.3333333333333,0.0,-8.72,-3.1333333333333333,-11.946666666666667,19.0,52.0,100.0,114.0,13.122699999999998,38.78920000000001,64.4628,66.61779999999999,174.0,568.0,882.0,728.0,3486.0,7640.0,12328.0,10226.0,162.1935,344.07199999999995,889.8598,838.8799999999998,1.0,5.333333333333333,6.0,8.0,1.7161000000000002,4.785866666666666,6.768333333333334,7.790133333333334,28.666666666666668,78.66666666666667,115.33333333333331,100.0,900.0,1140.0,2320.0,1760.0,2.7225,28.908,21.504999999999995,41.49199999999999,42.0,88.0,144.0,182.0,17.365800000000007,42.07280000000001,63.40320000000002,76.66300000000003,232.0,576.0,832.0,990.0,1064.0,2304.0,3412.0,3824.0,267.8294,561.8160000000001,909.4803999999996,1127.9270000000004
HIGRIA_clean,1.0,train,11.33189,6.86002,10.97924,0.649596,2272.66,3498.57,0.7221,1.1116139877708606,0.7221,0.0,1.11161,0.0,3777.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0133333333333333,-0.0399999999999999,0.2133333333333333,0.0,-0.6666666666666666,-2.0,-1.3333333333333333,0.0,0.6666666666666666,2.0,6.0,0.0,-2.6000000000000005,-7.8,-5.871406666666668,0.0,0.3266666666666667,0.9800000000000004,1.5400000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.6666666666666665,2.6666666666666665,0.5625,1.135,1.5300000000000005,1.34,4.0,9.333333333333332,14.666666666666664,13.333333333333336,49.0,93.3333333333333,116.6666666666667,88.66666666666667,54.76,128.76,203.74666666666667,189.47507600000003,9.241600000000002,17.490133333333336,21.665066666666664,19.96266666666667,0.0,0.0,0.0,0.0,0.0,1.986,3.924000000000001,5.142000000000001,0.0,3.6,7.2,7.2,0.0,81.0,164.4,222.6,0.0,-4.866000000000001,-8.556000000000001,-9.402,35.0,96.0,186.0,248.0,25.6918,69.61980000000003,135.7578000000001,180.35940000000005,282.0,840.0,1674.0,2160.0,5643.0,10050.0,19416.0,28362.0,258.80320000000006,670.6475999999999,1331.5037999999993,1833.6852000000003,1.0,3.6,7.2,11.2,1.6904000000000003,3.5145000000000004,7.091279999999999,12.2715,14.4,43.2,86.4,136.8,865.8,743.4,1416.6,3169.8,2.88488,18.47712,34.94622,47.96352,24.0,54.0,84.0,96.0,11.3112,27.95420000000001,41.92040000000002,42.34560000000001,138.0,350.0,520.0,512.0,732.0,1736.0,2500.0,2268.0,162.5196,372.3338000000001,565.7344,620.5020000000001
HIHFUB_clean,0.0,train,7.23799,3.90308,7.22845,1.02876,1430.69,1390.69,0.3872,0.3763754422800264,0.3872,0.0,0.376374,0.0,1631.84,0.0,0.0,0.0,0.0,0.0,0.0,0.7599999999999998,1.5399999999999996,4.68,0.0,1.0,3.0,14.0,0.0,17.0,33.0,86.0,0.0,48.99999999999999,101.0,229.17156,0.0,-0.8549999999999998,-2.155,-2.9100000000000024,0.0,0.0,0.0,0.0,0.0,-0.025,-0.035,0.0299999999999999,0.0,-1.25,-1.75,-3.0,0.0,1.25,1.75,4.75,0.0,-3.75,-5.250000000000001,-8.801777500000002,0.0,0.5562500000000001,0.7787500000000003,1.6450000000000005,1.0,2.5,5.0,9.0,0.93925,2.06745,4.1203,5.851699999999999,8.5,25.5,50.0,67.0,130.0,192.0,392.0,440.0,709.6899999999998,872.9250000000001,1729.9499999999996,2418.310812,7.721799999999999,14.076,29.6828,44.87199999999999,1.0,1.25,2.0,2.25,0.5403999999999999,0.7064750000000001,1.10635,1.203125,2.0,4.5,5.75,8.25,60.5,58.5,107.0,94.5,40.53999999999999,83.33749999999999,108.90500000000002,149.46258575,11.1672125,10.681312499999995,19.655525,18.379124999999995,0.0,0.0,0.0,0.0,0.0,9.05,4.85,13.86,0.0,59.0,30.0,91.0,0.0,470.0,270.0,742.0,0.0,-19.81,-7.05,-25.97,26.0,68.0,164.0,168.0,19.444800000000004,64.11600000000003,109.4574,115.03080000000008,280.0,952.0,1236.0,1120.0,8456.0,18288.0,22976.0,19488.0,233.29459999999992,408.7452,1643.1391999999994,1297.5144,1.0,9.0,6.0,14.0,3.0276,11.5014,9.7266,18.27,81.0,198.0,216.0,315.0,3600.0,4200.0,5400.0,5880.0,1.2996,34.279799999999994,15.8346,47.80019999999999,53.0,112.0,180.0,248.0,24.40040000000001,58.458400000000026,90.84200000000004,116.30320000000005,292.0,744.0,1124.0,1400.0,1732.0,3648.0,5744.0,6768.0,357.7887999999998,722.7720000000004,1165.7708,1523.564
HIHGAI_clean,0.0,train,10.55614,5.67197,10.52632,1.00791,1540.79,1528.7,0.4751,0.4713714518161344,0.4751,0.0,0.471373,0.0,3339.77,0.0,0.0,0.0,0.0,0.0,0.0,1.5599999999999994,3.1199999999999988,9.439999999999998,0.0,4.0,8.0,32.0,0.0,32.0,64.0,168.0,0.0,104.0,208.0,470.34311999999983,0.0,-2.6000000000000005,-5.2,-7.600000000000006,0.0,0.0,0.0,0.0,0.0,-0.024,-0.0346666666666666,0.0373333333333332,0.0,-1.2000000000000002,-1.7333333333333336,-2.933333333333333,0.0,1.2000000000000002,1.7333333333333336,4.800000000000001,0.0,-3.6,-5.199999999999999,-8.58856266666667,0.0,0.5340000000000001,0.7713333333333336,1.6360000000000003,1.0,4.0,8.0,16.0,1.3456,3.5728000000000004,7.145600000000001,10.5792,16.0,48.0,96.0,128.0,196.0,336.0,672.0,784.0,1391.2899999999993,1685.9599999999998,3371.9199999999987,4716.841624000001,3.61,19.38,38.76,72.2,1.0,1.2666666666666668,2.0,2.266666666666666,0.5409,0.7161000000000001,1.107106666666667,1.2083866666666665,2.066666666666667,4.6,5.866666666666666,8.399999999999999,60.26666666666666,59.19999999999999,106.66666666666669,94.4,41.37,84.90066666666665,110.3,151.44142480000002,11.122786666666668,10.808599999999997,19.592186666666663,18.4348,0.0,0.0,0.0,0.0,0.0,6.610000000000001,4.55,9.26,0.0,34.0,19.0,42.0,0.0,387.0,285.0,562.0,0.0,-14.79,-6.75,-17.060000000000002,44.0,112.0,228.0,248.0,33.56560000000003,100.94,153.57080000000002,161.39760000000004,396.0,1216.0,1376.0,1280.0,17988.0,29808.0,26272.0,26208.0,393.8063999999998,695.6999999999996,2178.8355999999994,1972.38,1.0,7.0,5.0,10.0,2.822399999999999,8.652,6.468,12.667199999999998,50.0,116.0,102.0,178.0,3969.0,3402.0,1890.0,4284.0,1.4399999999999995,27.828,15.299999999999995,34.87199999999999,53.0,112.0,180.0,248.0,24.40040000000001,58.45840000000003,90.842,116.30320000000006,292.0,744.0,1124.0,1400.0,1732.0,3648.0,5744.0,6768.0,357.7887999999997,722.7720000000004,1165.7708000000005,1523.564
HIHGEM_manual,0.0,train,9.93492,5.52783,9.93492,1.05018,1491.36,1420.1,0.4659,0.443638233445695,0.4659,0.0,0.443638,0.0,3233.4,0.0,0.0,0.0,0.0,0.0,0.0,1.5599999999999994,3.1199999999999988,9.439999999999998,0.0,4.0,8.0,32.0,0.0,32.0,64.0,168.0,0.0,104.0,208.0,470.34311999999983,0.0,-2.6000000000000005,-5.2,-7.600000000000006,0.0,0.0,0.0,0.0,0.0,-0.024,-0.0346666666666666,0.0373333333333332,0.0,-1.2000000000000002,-1.7333333333333336,-2.933333333333333,0.0,1.2000000000000002,1.7333333333333336,4.800000000000001,0.0,-3.6,-5.199999999999999,-8.58856266666667,0.0,0.5340000000000001,0.7713333333333336,1.6360000000000003,1.0,4.0,8.0,16.0,1.3456,3.5728000000000004,7.145600000000001,10.5792,16.0,48.0,96.0,128.0,196.0,336.0,672.0,784.0,1391.2899999999993,1685.9599999999998,3371.9199999999987,4716.841624,3.61,19.38,38.76,72.2,1.0,1.2666666666666668,2.0,2.266666666666666,0.5409,0.7161000000000001,1.107106666666667,1.2083866666666665,2.066666666666667,4.6,5.866666666666666,8.399999999999999,60.26666666666666,59.19999999999999,106.66666666666669,94.4,41.37,84.90066666666665,110.3,151.44142480000002,11.122786666666668,10.808599999999998,19.592186666666663,18.4348,0.0,0.0,0.0,0.0,0.0,6.4,4.4,8.959999999999997,0.0,34.0,19.0,42.0,0.0,422.0,310.0,612.0,0.0,-14.510000000000002,-6.549999999999999,-16.66,44.0,112.0,228.0,248.0,33.16600000000001,99.704,152.6468,160.69679999999997,396.0,1216.0,1376.0,1280.0,20608.0,31968.0,27472.0,27488.0,394.1967999999998,703.1207999999998,2182.9156000000003,1976.7832,1.0,7.0,5.0,10.0,2.7225,8.497499999999999,6.352499999999999,12.440999999999995,50.0,116.0,102.0,178.0,4624.0,3672.0,2040.0,4624.0,1.5376,28.7556,15.809999999999995,36.0344,53.0,112.0,180.0,248.0,24.40040000000001,58.45840000000003,90.842,116.3032000000001,292.0,744.0,1124.0,1400.0,1732.0,3648.0,5744.0,6768.0,357.7887999999997,722.7720000000003,1165.7708,1523.564
HIMSAY_clean,0.0,val,5.16871,3.64786,5.09887,0.985668,0.0,0.0,0.241,0.2445042346916,0.0,0.241,0.0,0.244504,0.0,511.54,0.0,0.0,0.0,0.0,0.0,-0.0133333333333333,-0.0133333333333333,-0.04,0.0,-0.6666666666666666,-2.0,-4.0,0.0,0.6666666666666666,0.6666666666666666,2.0,0.0,-2.6,-2.6,-7.8,0.0,0.3266666666666668,0.3266666666666668,0.9800000000000004,0.0,0.0,0.0,0.0,0.0,-0.0266666666666666,0.2266666666666666,0.2199999999999999,0.0,-1.3333333333333333,-1.3333333333333333,-1.6666666666666667,0.0,1.3333333333333333,5.333333333333333,5.666666666666667,0.0,-5.2,-3.271406666666667,-4.571406666666667,0.0,0.6533333333333337,1.2133333333333336,1.376666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,0.375,0.385,0.385,1.155,0.6666666666666666,1.3333333333333333,2.6666666666666665,6.0,32.666666666666664,28.0,28.0,84.0,36.50666666666667,55.74666666666667,55.74666666666667,167.24,6.161066666666667,5.168,5.168,15.504,1.0,1.3333333333333333,2.0,2.333333333333333,0.5625,0.7699999999999999,0.955,1.1475,2.0,5.333333333333333,7.333333333333333,6.666666666666667,49.0,56.0,60.66666666666666,74.66666666666667,54.76,111.49333333333334,133.72840933333336,161.6017426666667,9.2416,10.336,14.794666666666666,17.378666666666668,0.0,0.0,0.0,0.0,0.0,3.3600000000000003,4.32,8.080000000000002,0.0,22.0,28.0,44.0,0.0,138.0,192.0,308.0,0.0,-8.340000000000002,-7.200000000000001,-9.400000000000002,15.0,28.0,50.0,80.0,9.834300000000002,21.03,35.38580000000001,46.20000000000002,78.0,208.0,262.0,184.0,1482.0,3192.0,4494.0,3360.0,110.1921,184.22400000000005,370.5779999999999,620.1600000000001,1.0,6.0,8.0,12.0,1.7161000000000002,5.8950000000000005,8.069600000000001,10.008400000000002,36.0,84.0,120.0,168.0,900.0,1260.0,1440.0,1560.0,2.7225,30.096,33.66,48.17999999999998,30.0,62.0,94.0,129.0,13.987000000000002,31.647000000000013,45.66220000000001,58.915700000000015,156.0,391.0,564.0,647.0,865.0,1824.0,2500.0,3180.0,195.4705,403.869,601.9809999999998,818.0534999999999
HISGIB_clean,1.0,train,6.02888,4.81928,6.02888,1.46684,736.034,501.781,0.2391,0.1630034632270731,0.2391,0.0,0.163003,0.0,236.667,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.0,3.6,0.0,8.0,4.0,16.0,0.0,36.0,40.0,100.0,0.0,44.39999999999999,32.39999999999999,91.97155999999995,0.0,-1.6599999999999993,0.120000000000001,1.6400000000000006,0.0,0.0,0.0,0.0,0.0,-0.1233333333333333,-0.0533333333333333,-0.1066666666666667,0.0,-2.333333333333333,-2.6666666666666665,-5.333333333333333,0.0,-1.3333333333333333,2.6666666666666665,5.333333333333333,0.0,-8.7,-8.000000000000002,-16.000000000000004,0.0,0.8800000000000001,1.186666666666667,2.373333333333334,1.0,4.0,4.0,8.0,1.0404,3.06,3.1416,4.6512,16.0,32.0,48.0,64.0,256.0,448.0,384.0,448.0,376.36,644.0799999999999,876.88,1226.631736,6.6564000000000005,30.9084,26.316,49.02,1.0,1.0,2.333333333333333,2.6666666666666665,0.5328999999999998,0.6229333333333334,1.2823666666666669,1.4989333333333337,1.0,3.333333333333333,5.0,8.0,64.0,74.66666666666667,128.0,128.0,28.09,74.19999999999999,107.94333333333334,159.70666666666665,11.8336,8.806399999999998,23.5296,23.392,0.0,0.0,0.0,0.0,0.0,11.13,5.949999999999999,15.7,0.0,33.0,15.0,45.0,0.0,329.0,186.0,480.0,0.0,-18.55,-7.069999999999999,-22.05,20.0,52.0,100.0,100.0,21.612000000000016,62.3712,85.36500000000001,82.49,180.0,552.0,740.0,640.0,7474.0,14112.0,18778.0,14240.0,182.5742,287.4464,1003.9302000000002,758.1759999999998,1.0,7.0,5.0,10.0,5.3824,11.855199999999998,13.108,17.4,49.0,112.0,140.0,175.0,3025.0,3080.0,4895.0,3850.0,0.6241000000000001,19.023200000000003,8.7058,23.660500000000003,29.0,60.0,96.0,124.0,13.6336,31.7764,47.7496,56.38200000000002,156.0,388.0,552.0,604.0,1152.0,2384.0,3336.0,3688.0,207.41299999999995,403.8228,664.5906000000001,823.934
HISJAW_clean,1.0,train,5.83668,2.63959,5.83668,1.49458,0.0,0.0,0.0449,0.0300418846766315,0.0,0.0449,0.0,0.0300419,0.0,324.936,0.0,0.0,0.0,0.0,0.0,-0.08,1.0,0.6399999999999998,0.0,-3.0,1.0,0.0,0.0,4.0,25.0,18.0,0.0,-12.000000000000002,-9.621330000000002,-10.414220000000002,0.0,1.7800000000000005,5.5,4.259999999999999,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,0.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,4.0,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.0,0.8900000000000002,0.8900000000000002,1.7800000000000005,1.0,2.0,5.0,4.0,0.5328999999999998,1.1242,1.9345,1.6644000000000003,4.0,14.0,18.0,16.0,64.0,96.0,120.0,112.0,28.09,119.78,191.443049,167.55536600000002,11.833600000000002,17.543999999999997,40.248,32.68,1.0,1.0,2.0,2.0,0.5328999999999998,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.88999999999999,87.98,119.78,11.833600000000002,8.771999999999998,20.605599999999995,17.543999999999997,0.0,0.0,0.0,0.0,0.0,3.334285714285716,2.652857142857143,10.684285714285712,0.0,21.428571428571427,14.142857142857142,69.42857142857143,0.0,117.0,103.28571428571428,386.1428571428572,0.0,-8.828571428571433,-2.858571428571429,-24.52714285714285,49.0,138.0,318.0,492.0,33.02700000000003,103.143,207.3288000000001,323.92440000000005,498.0,1716.0,3390.0,4698.0,7266.0,19362.0,39102.0,52692.0,436.7979999999998,995.7215999999996,2921.464800000001,3647.3304,1.0,6.0,8.142857142857142,19.285714285714285,1.5876000000000012,5.3244,9.585000000000004,17.15580000000001,37.71428571428572,103.71428571428572,219.0,302.57142857142856,729.0,1215.0,3147.428571428572,3633.428571428572,3.5344000000000007,37.80411428571428,34.15422857142858,114.27445714285714,20.0,40.0,62.0,68.0,8.822000000000001,19.650400000000005,27.7814,30.402000000000005,102.0,238.0,310.0,332.0,650.0,1224.0,1750.0,1796.0,146.7305,276.624,437.4214,468.617
HISJIE_clean,1.0,train,6.27871,5.58535,6.27871,1.41351,522.911,369.937,0.1525,0.1078874574640434,0.1525,0.0,0.107887,0.0,978.552,0.0,0.0,0.0,0.0,0.0,0.0,-0.0266666666666666,-0.0266666666666666,-0.0533333333333333,0.0,-1.3333333333333333,-1.3333333333333333,-2.6666666666666665,0.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.0,-4.000000000000001,-4.000000000000001,-8.000000000000002,0.0,0.5933333333333334,0.5933333333333334,1.1866666666666668,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,0.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,4.0,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.0,0.8900000000000002,0.8900000000000002,1.7800000000000005,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.3552666666666666,0.3747333333333333,0.73,0.7494666666666667,0.6666666666666666,2.0,2.6666666666666665,4.0,42.66666666666666,32.0,74.66666666666667,64.0,18.726666666666663,39.92666666666667,58.653333333333336,79.85333333333334,7.889066666666667,5.847999999999999,13.737066666666664,11.695999999999998,1.0,1.0,2.0,2.0,0.5328999999999998,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.89000000000001,87.98,119.78000000000002,11.833600000000002,8.771999999999998,20.605599999999995,17.543999999999997,0.0,0.0,0.0,0.0,0.0,2.3320000000000003,2.316,4.716000000000002,0.0,10.8,7.6,22.0,0.0,83.6,94.4,182.8,0.0,-6.864000000000002,-2.8079999999999994,-10.791999999999998,39.0,88.0,146.0,188.0,25.98460000000001,64.03560000000004,98.25539999999998,119.07760000000002,242.0,640.0,954.0,1064.0,5359.0,11456.0,15544.0,16096.0,342.05399999999986,665.7087999999997,1357.2399999999998,1538.0928,1.0,4.4,5.2,9.2,1.5876000000000008,4.0471200000000005,5.337360000000001,8.66376,20.8,47.2,81.6,106.4,729.0,950.4,1242.0,1771.2,3.534399999999999,28.45568,23.65792,52.80543999999999,19.0,38.0,60.0,70.0,8.2891,18.587800000000005,26.8076,29.922200000000007,98.0,234.0,316.0,334.0,586.0,1104.0,1618.0,1632.0,134.8969,254.54100000000005,403.5904000000001,459.357
HISSIN_clean,1.0,train,6.52902,4.63625,6.52902,1.20846,1625.4,1345.02,0.4322,0.357645267530576,0.4322,0.0,0.357645,0.0,2067.57,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,-0.02,-0.04,0.0,-1.0,-1.0,-2.0,0.0,1.0,1.0,2.0,0.0,-3.0000000000000004,-3.0000000000000004,-6.000000000000001,0.0,0.445,0.445,0.8900000000000001,0.0,0.0,0.0,0.0,0.0,-0.0214285714285713,-0.0338095238095238,0.056190476190476,0.0,-1.0714285714285714,-1.6904761904761905,-2.7619047619047614,0.0,1.0714285714285714,1.6904761904761905,4.928571428571429,0.0,-3.214285714285716,-5.071428571428573,-8.040295952380953,0.0,0.4767857142857143,0.7522619047619049,1.612857142857143,0.5,0.5,1.0,1.0,0.2664499999999999,0.28105,0.5475,0.5621,0.5,1.5,2.0,3.0,32.0,24.0,56.0,48.0,14.045,29.945000000000004,43.99,59.89000000000001,5.916799999999999,4.385999999999999,10.302799999999998,8.771999999999998,1.0,1.3095238095238095,2.0,2.3095238095238093,0.5421857142857143,0.74085,1.109052380952381,1.2219166666666668,2.2380952380952377,4.857142857142858,6.166666666666667,8.785714285714285,59.66666666666666,61.0,105.8095238095238,94.14285714285715,43.504285714285714,88.9202380952381,113.88714285714286,156.52986807142855,11.008548809523807,11.135910714285714,19.429316666666665,18.577964285714284,0.0,0.0,0.0,0.0,0.0,6.135,4.095,8.33,0.0,27.5,16.0,36.0,0.0,359.5,256.5,506.0,0.0,-13.67,-6.074999999999999,-15.265,21.0,52.0,96.0,104.0,16.249899999999997,46.893,65.4934,66.86120000000001,176.0,524.0,550.0,532.0,8930.0,13800.0,11444.0,10296.0,185.0696,322.04999999999995,910.7455999999996,824.7869999999998,1.0,6.5,4.5,9.0,2.822399999999999,8.0388,5.821199999999999,11.407199999999998,42.5,98.0,88.5,151.0,3969.0,3150.0,1701.0,3843.0,1.4399999999999995,25.764,13.769999999999998,31.278,28.0,58.0,90.0,116.0,13.049200000000004,29.70660000000001,44.0074,51.42920000000002,148.0,366.0,522.0,580.0,931.0,1812.0,2712.0,2884.0,202.4191,391.884,619.4556,759.2679999999998
HIWXER01_SL,1.0,val,3.25059,2.75162,3.25059,2.53338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.9,0.0,0.0,0.0,0.4900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.0171428571428571,-0.0057142857142857,-0.0114285714285714,0.0,-0.8571428571428571,-0.2857142857142857,-0.5714285714285714,0.0,0.8571428571428571,0.2857142857142857,0.5714285714285714,0.0,-3.3428571428571425,-1.1142857142857143,-2.2285714285714286,0.0,0.4200000000000002,0.14,0.2800000000000001,1.0,2.0,2.0,1.0,0.5625,1.125,1.14,0.5625,4.0,8.0,10.0,4.0,49.0,98.0,91.0,49.0,54.760000000000005,109.52,138.38,54.760000000000005,9.2416,18.4832,16.9936,9.2416,1.0,2.0,2.857142857142857,1.4285714285714286,0.5625,1.1378571428571431,1.6114285714285717,0.812142857142857,4.0,9.714285714285714,12.0,6.857142857142857,49.0,92.0,138.0,66.0,54.76,134.25714285714284,164.70285714285714,94.72,9.2416,17.2064,25.97897142857143,12.351085714285714,0.0,0.0,0.0,0.0,0.0,2.728,4.968,8.560000000000004,0.0,8.0,20.4,26.8,0.0,108.4,189.2,347.2,0.0,-7.471999999999999,-7.708000000000003,-22.016000000000005,70.0,208.0,492.0,888.0,47.51259999999999,152.3136,357.30199999999985,582.6375999999998,700.0,2360.0,5440.0,8664.0,11572.0,25856.0,67928.0,87312.0,545.3313999999998,1444.7168,3720.168799999999,6504.676800000008,1.0,4.8,10.8,15.2,1.7161000000000004,4.663600000000001,12.025800000000002,14.87112,23.6,76.8,161.2,222.4,900.0,1068.0,4044.0,3264.0,2.7225,25.3968,42.1212,77.70840000000001,11.0,24.0,30.0,16.0,6.2483,13.680000000000003,17.0558,9.12,54.0,120.0,146.0,80.0,513.0,1092.0,1388.0,728.0,96.17940000000002,203.92320000000004,259.85300000000007,135.9488
